"","year","block","plot_letter","plot_number","round","species_long","species_flarea","block_plot","block_plot_round","block_plot_round_year","species_block_plot_round_year"
"1937",3,3,"B",8,3,"Ratibida_pinnata",8.09282121546365,"3,B,8","3,B,8,3","3,B,8,3,3","Ratibida_pinnata,3,B,8,3,3"
"1938",3,3,"B",8,4,"Ratibida_pinnata",72.8353909391728,"3,B,8","3,B,8,4","3,B,8,4,3","Ratibida_pinnata,3,B,8,4,3"
"1939",3,3,"C",10,4,"Ratibida_pinnata",105.206675801027,"3,C,10","3,C,10,4","3,C,10,4,3","Ratibida_pinnata,3,C,10,4,3"
"1940",3,3,"D",1,4,"Ratibida_pinnata",64.7425697237092,"3,D,1","3,D,1,4","3,D,1,4,3","Ratibida_pinnata,3,D,1,4,3"
"1941",3,3,"D",9,3,"Ratibida_pinnata",56.6497485082455,"3,D,9","3,D,9,3","3,D,9,3,3","Ratibida_pinnata,3,D,9,3,3"
"1942",3,4,"A",15,3,"Ratibida_pinnata",48.5569272927819,"4,A,15","4,A,15,3","4,A,15,3,3","Ratibida_pinnata,4,A,15,3,3"
"1943",3,4,"A",15,4,"Ratibida_pinnata",48.5569272927819,"4,A,15","4,A,15,4","4,A,15,4,3","Ratibida_pinnata,4,A,15,4,3"
"1944",3,4,"A",4,3,"Ratibida_pinnata",24.2784636463909,"4,A,4","4,A,4,3","4,A,4,3,3","Ratibida_pinnata,4,A,4,3,3"
"1945",3,4,"A",5,3,"Ratibida_pinnata",404.641060773182,"4,A,5","4,A,5,3","4,A,5,3,3","Ratibida_pinnata,4,A,5,3,3"
"1946",3,4,"A",5,4,"Ratibida_pinnata",485.569272927819,"4,A,5","4,A,5,4","4,A,5,4,3","Ratibida_pinnata,4,A,5,4,3"
"1947",3,4,"B",11,3,"Ratibida_pinnata",202.320530386591,"4,B,11","4,B,11,3","4,B,11,3,3","Ratibida_pinnata,4,B,11,3,3"
"1948",3,4,"B",11,4,"Ratibida_pinnata",80.9282121546365,"4,B,11","4,B,11,4","4,B,11,4,3","Ratibida_pinnata,4,B,11,4,3"
"1949",3,4,"B",13,3,"Ratibida_pinnata",113.299497016491,"4,B,13","4,B,13,3","4,B,13,3,3","Ratibida_pinnata,4,B,13,3,3"
"1950",3,4,"B",14,3,"Ratibida_pinnata",56.6497485082455,"4,B,14","4,B,14,3","4,B,14,3,3","Ratibida_pinnata,4,B,14,3,3"
"1951",3,4,"B",15,4,"Ratibida_pinnata",24.2784636463909,"4,B,15","4,B,15,4","4,B,15,4,3","Ratibida_pinnata,4,B,15,4,3"
"1952",3,4,"B",2,3,"Ratibida_pinnata",169.949245524737,"4,B,2","4,B,2,3","4,B,2,3,3","Ratibida_pinnata,4,B,2,3,3"
"1953",3,4,"C",1,3,"Ratibida_pinnata",153.763603093809,"4,C,1","4,C,1,3","4,C,1,3,3","Ratibida_pinnata,4,C,1,3,3"
"1954",3,4,"C",1,4,"Ratibida_pinnata",56.6497485082455,"4,C,1","4,C,1,4","4,C,1,4,3","Ratibida_pinnata,4,C,1,4,3"
"1955",3,4,"C",11,3,"Ratibida_pinnata",64.7425697237092,"4,C,11","4,C,11,3","4,C,11,3,3","Ratibida_pinnata,4,C,11,3,3"
"1956",3,4,"C",11,4,"Ratibida_pinnata",24.2784636463909,"4,C,11","4,C,11,4","4,C,11,4,3","Ratibida_pinnata,4,C,11,4,3"
"1957",3,4,"C",2,3,"Ratibida_pinnata",178.0420667402,"4,C,2","4,C,2,3","4,C,2,3,3","Ratibida_pinnata,4,C,2,3,3"
"1958",3,4,"C",2,4,"Ratibida_pinnata",145.670781878346,"4,C,2","4,C,2,4","4,C,2,4,3","Ratibida_pinnata,4,C,2,4,3"
"1959",3,4,"D",10,3,"Ratibida_pinnata",178.0420667402,"4,D,10","4,D,10,3","4,D,10,3,3","Ratibida_pinnata,4,D,10,3,3"
"1960",3,4,"D",10,4,"Ratibida_pinnata",121.392318231955,"4,D,10","4,D,10,4","4,D,10,4,3","Ratibida_pinnata,4,D,10,4,3"
"1961",3,4,"D",12,4,"Ratibida_pinnata",40.4641060773182,"4,D,12","4,D,12,4","4,D,12,4,3","Ratibida_pinnata,4,D,12,4,3"
"1962",3,4,"D",15,3,"Ratibida_pinnata",234.691815248446,"4,D,15","4,D,15,3","4,D,15,3,3","Ratibida_pinnata,4,D,15,3,3"
"1963",3,4,"D",15,4,"Ratibida_pinnata",469.383630496892,"4,D,15","4,D,15,4","4,D,15,4,3","Ratibida_pinnata,4,D,15,4,3"
"1964",3,4,"D",6,3,"Ratibida_pinnata",113.299497016491,"4,D,6","4,D,6,3","4,D,6,3,3","Ratibida_pinnata,4,D,6,3,3"
"1965",3,4,"D",6,4,"Ratibida_pinnata",186.134887955664,"4,D,6","4,D,6,4","4,D,6,4,3","Ratibida_pinnata,4,D,6,4,3"
"1966",3,4,"D",9,3,"Ratibida_pinnata",64.7425697237092,"4,D,9","4,D,9,3","4,D,9,3,3","Ratibida_pinnata,4,D,9,3,3"
"1967",3,4,"D",9,4,"Ratibida_pinnata",121.392318231955,"4,D,9","4,D,9,4","4,D,9,4,3","Ratibida_pinnata,4,D,9,4,3"
"1968",3,5,"A",6,3,"Ratibida_pinnata",24.2784636463909,"5,A,6","5,A,6,3","5,A,6,3,3","Ratibida_pinnata,5,A,6,3,3"
"1969",3,5,"B",11,3,"Ratibida_pinnata",161.856424309273,"5,B,11","5,B,11,3","5,B,11,3,3","Ratibida_pinnata,5,B,11,3,3"
"1970",3,5,"B",13,4,"Ratibida_pinnata",32.3712848618546,"5,B,13","5,B,13,4","5,B,13,4,3","Ratibida_pinnata,5,B,13,4,3"
"1971",3,5,"B",3,3,"Ratibida_pinnata",8.09282121546365,"5,B,3","5,B,3,3","5,B,3,3,3","Ratibida_pinnata,5,B,3,3,3"
"1972",3,5,"B",3,4,"Ratibida_pinnata",16.1856424309273,"5,B,3","5,B,3,4","5,B,3,4,3","Ratibida_pinnata,5,B,3,4,3"
"1973",3,5,"B",7,4,"Ratibida_pinnata",113.299497016491,"5,B,7","5,B,7,4","5,B,7,4,3","Ratibida_pinnata,5,B,7,4,3"
"1974",3,5,"C",11,3,"Ratibida_pinnata",105.206675801027,"5,C,11","5,C,11,3","5,C,11,3,3","Ratibida_pinnata,5,C,11,3,3"
"1975",3,5,"C",13,3,"Ratibida_pinnata",121.392318231955,"5,C,13","5,C,13,3","5,C,13,3,3","Ratibida_pinnata,5,C,13,3,3"
"1976",3,5,"C",13,4,"Ratibida_pinnata",210.413351602055,"5,C,13","5,C,13,4","5,C,13,4,3","Ratibida_pinnata,5,C,13,4,3"
"1977",3,5,"C",14,3,"Ratibida_pinnata",113.299497016491,"5,C,14","5,C,14,3","5,C,14,3,3","Ratibida_pinnata,5,C,14,3,3"
"1978",3,5,"C",14,4,"Ratibida_pinnata",258.970278894837,"5,C,14","5,C,14,4","5,C,14,4,3","Ratibida_pinnata,5,C,14,4,3"
"1979",3,5,"C",4,3,"Ratibida_pinnata",202.320530386591,"5,C,4","5,C,4,3","5,C,4,3,3","Ratibida_pinnata,5,C,4,3,3"
"1980",3,5,"C",4,4,"Ratibida_pinnata",129.485139447418,"5,C,4","5,C,4,4","5,C,4,4,3","Ratibida_pinnata,5,C,4,4,3"
"1981",3,5,"C",8,3,"Ratibida_pinnata",48.5569272927819,"5,C,8","5,C,8,3","5,C,8,3,3","Ratibida_pinnata,5,C,8,3,3"
"1982",3,5,"C",8,4,"Ratibida_pinnata",420.82670320411,"5,C,8","5,C,8,4","5,C,8,4,3","Ratibida_pinnata,5,C,8,4,3"
"1983",3,5,"C",9,3,"Ratibida_pinnata",40.4641060773182,"5,C,9","5,C,9,3","5,C,9,3,3","Ratibida_pinnata,5,C,9,3,3"
"1984",3,5,"C",9,4,"Ratibida_pinnata",445.105166850501,"5,C,9","5,C,9,4","5,C,9,4,3","Ratibida_pinnata,5,C,9,4,3"
"1985",3,5,"D",11,4,"Ratibida_pinnata",97.1138545855638,"5,D,11","5,D,11,4","5,D,11,4,3","Ratibida_pinnata,5,D,11,4,3"
"1986",3,6,"A",10,3,"Ratibida_pinnata",24.2784636463909,"6,A,10","6,A,10,3","6,A,10,3,3","Ratibida_pinnata,6,A,10,3,3"
"1987",3,6,"A",10,4,"Ratibida_pinnata",32.3712848618546,"6,A,10","6,A,10,4","6,A,10,4,3","Ratibida_pinnata,6,A,10,4,3"
"1988",3,6,"A",15,3,"Ratibida_pinnata",48.5569272927819,"6,A,15","6,A,15,3","6,A,15,3,3","Ratibida_pinnata,6,A,15,3,3"
"1989",3,6,"A",15,4,"Ratibida_pinnata",64.7425697237092,"6,A,15","6,A,15,4","6,A,15,4,3","Ratibida_pinnata,6,A,15,4,3"
"1990",3,6,"A",4,3,"Ratibida_pinnata",8.09282121546365,"6,A,4","6,A,4,3","6,A,4,3,3","Ratibida_pinnata,6,A,4,3,3"
"1991",3,6,"A",5,3,"Ratibida_pinnata",97.1138545855638,"6,A,5","6,A,5,3","6,A,5,3,3","Ratibida_pinnata,6,A,5,3,3"
"1992",3,6,"B",11,3,"Ratibida_pinnata",64.7425697237092,"6,B,11","6,B,11,3","6,B,11,3,3","Ratibida_pinnata,6,B,11,3,3"
"1993",3,6,"B",13,3,"Ratibida_pinnata",218.506172817519,"6,B,13","6,B,13,3","6,B,13,3,3","Ratibida_pinnata,6,B,13,3,3"
"1994",3,6,"B",13,4,"Ratibida_pinnata",105.206675801027,"6,B,13","6,B,13,4","6,B,13,4,3","Ratibida_pinnata,6,B,13,4,3"
"1995",3,6,"B",14,4,"Ratibida_pinnata",40.4641060773182,"6,B,14","6,B,14,4","6,B,14,4,3","Ratibida_pinnata,6,B,14,4,3"
"1996",3,6,"C",15,4,"Ratibida_pinnata",24.2784636463909,"6,C,15","6,C,15,4","6,C,15,4,3","Ratibida_pinnata,6,C,15,4,3"
"1997",3,6,"D",1,4,"Ratibida_pinnata",80.9282121546365,"6,D,1","6,D,1,4","6,D,1,4,3","Ratibida_pinnata,6,D,1,4,3"
"1998",3,6,"D",11,3,"Ratibida_pinnata",113.299497016491,"6,D,11","6,D,11,3","6,D,11,3,3","Ratibida_pinnata,6,D,11,3,3"
"1999",3,6,"D",11,4,"Ratibida_pinnata",72.8353909391728,"6,D,11","6,D,11,4","6,D,11,4,3","Ratibida_pinnata,6,D,11,4,3"
"2000",3,6,"D",15,4,"Ratibida_pinnata",72.8353909391728,"6,D,15","6,D,15,4","6,D,15,4,3","Ratibida_pinnata,6,D,15,4,3"
"2001",3,7,"A",1,3,"Ratibida_pinnata",64.7425697237092,"7,A,1","7,A,1,3","7,A,1,3,3","Ratibida_pinnata,7,A,1,3,3"
"2002",3,7,"A",1,4,"Ratibida_pinnata",16.1856424309273,"7,A,1","7,A,1,4","7,A,1,4,3","Ratibida_pinnata,7,A,1,4,3"
"2003",3,7,"A",15,3,"Ratibida_pinnata",32.3712848618546,"7,A,15","7,A,15,3","7,A,15,3,3","Ratibida_pinnata,7,A,15,3,3"
"2004",3,7,"A",15,4,"Ratibida_pinnata",202.320530386591,"7,A,15","7,A,15,4","7,A,15,4,3","Ratibida_pinnata,7,A,15,4,3"
"2005",3,7,"B",1,3,"Ratibida_pinnata",178.0420667402,"7,B,1","7,B,1,3","7,B,1,3,3","Ratibida_pinnata,7,B,1,3,3"
"2006",3,7,"B",1,4,"Ratibida_pinnata",202.320530386591,"7,B,1","7,B,1,4","7,B,1,4,3","Ratibida_pinnata,7,B,1,4,3"
"2007",3,7,"B",12,3,"Ratibida_pinnata",153.763603093809,"7,B,12","7,B,12,3","7,B,12,3,3","Ratibida_pinnata,7,B,12,3,3"
"2008",3,7,"B",3,3,"Ratibida_pinnata",526.033379005137,"7,B,3","7,B,3,3","7,B,3,3,3","Ratibida_pinnata,7,B,3,3,3"
"2009",3,7,"B",3,4,"Ratibida_pinnata",542.219021436065,"7,B,3","7,B,3,4","7,B,3,4,3","Ratibida_pinnata,7,B,3,4,3"
"2010",3,7,"C",14,3,"Ratibida_pinnata",161.856424309273,"7,C,14","7,C,14,3","7,C,14,3,3","Ratibida_pinnata,7,C,14,3,3"
"2011",3,7,"C",4,3,"Ratibida_pinnata",291.341563756691,"7,C,4","7,C,4,3","7,C,4,3,3","Ratibida_pinnata,7,C,4,3,3"
"2012",3,7,"C",4,4,"Ratibida_pinnata",137.577960662882,"7,C,4","7,C,4,4","7,C,4,4,3","Ratibida_pinnata,7,C,4,4,3"
"2013",3,7,"D",14,3,"Ratibida_pinnata",105.206675801027,"7,D,14","7,D,14,3","7,D,14,3,3","Ratibida_pinnata,7,D,14,3,3"
"2014",3,7,"D",14,4,"Ratibida_pinnata",412.733881988646,"7,D,14","7,D,14,4","7,D,14,4,3","Ratibida_pinnata,7,D,14,4,3"
"2015",3,7,"D",5,3,"Ratibida_pinnata",226.598994032982,"7,D,5","7,D,5,3","7,D,5,3,3","Ratibida_pinnata,7,D,5,3,3"
"2016",3,7,"D",5,4,"Ratibida_pinnata",210.413351602055,"7,D,5","7,D,5,4","7,D,5,4,3","Ratibida_pinnata,7,D,5,4,3"
"2017",3,7,"D",7,4,"Ratibida_pinnata",493.662094143283,"7,D,7","7,D,7,4","7,D,7,4,3","Ratibida_pinnata,7,D,7,4,3"
"2018",3,1,"B",1,3,"Rudbeckia_hirta",89.9920211195082,"1,B,1","1,B,1,3","1,B,1,3,3","Rudbeckia_hirta,1,B,1,3,3"
"2019",3,1,"B",14,3,"Rudbeckia_hirta",44.9960105597541,"1,B,14","1,B,14,3","1,B,14,3,3","Rudbeckia_hirta,1,B,14,3,3"
"2020",3,1,"B",8,3,"Rudbeckia_hirta",14.9986701865847,"1,B,8","1,B,8,3","1,B,8,3,3","Rudbeckia_hirta,1,B,8,3,3"
"2021",3,1,"D",12,2,"Rudbeckia_hirta",14.9986701865847,"1,D,12","1,D,12,2","1,D,12,2,3","Rudbeckia_hirta,1,D,12,2,3"
"2022",3,1,"D",12,3,"Rudbeckia_hirta",149.986701865847,"1,D,12","1,D,12,3","1,D,12,3,3","Rudbeckia_hirta,1,D,12,3,3"
"2023",3,1,"D",4,3,"Rudbeckia_hirta",134.988031679262,"1,D,4","1,D,4,3","1,D,4,3,3","Rudbeckia_hirta,1,D,4,3,3"
"2024",3,2,"A",3,2,"Rudbeckia_hirta",14.9986701865847,"2,A,3","2,A,3,2","2,A,3,2,3","Rudbeckia_hirta,2,A,3,2,3"
"2025",3,2,"A",3,3,"Rudbeckia_hirta",29.9973403731694,"2,A,3","2,A,3,3","2,A,3,3,3","Rudbeckia_hirta,2,A,3,3,3"
"2026",3,2,"A",4,2,"Rudbeckia_hirta",59.9946807463388,"2,A,4","2,A,4,2","2,A,4,2,3","Rudbeckia_hirta,2,A,4,2,3"
"2027",3,2,"A",5,2,"Rudbeckia_hirta",14.9986701865847,"2,A,5","2,A,5,2","2,A,5,2,3","Rudbeckia_hirta,2,A,5,2,3"
"2028",3,2,"A",9,2,"Rudbeckia_hirta",119.989361492678,"2,A,9","2,A,9,2","2,A,9,2,3","Rudbeckia_hirta,2,A,9,2,3"
"2029",3,2,"A",9,3,"Rudbeckia_hirta",14.9986701865847,"2,A,9","2,A,9,3","2,A,9,3,3","Rudbeckia_hirta,2,A,9,3,3"
"2030",3,2,"B",10,3,"Rudbeckia_hirta",44.9960105597541,"2,B,10","2,B,10,3","2,B,10,3,3","Rudbeckia_hirta,2,B,10,3,3"
"2031",3,2,"B",10,4,"Rudbeckia_hirta",29.9973403731694,"2,B,10","2,B,10,4","2,B,10,4,3","Rudbeckia_hirta,2,B,10,4,3"
"2032",3,2,"B",11,3,"Rudbeckia_hirta",29.9973403731694,"2,B,11","2,B,11,3","2,B,11,3,3","Rudbeckia_hirta,2,B,11,3,3"
"2033",3,2,"B",13,3,"Rudbeckia_hirta",14.9986701865847,"2,B,13","2,B,13,3","2,B,13,3,3","Rudbeckia_hirta,2,B,13,3,3"
"2034",3,2,"B",7,3,"Rudbeckia_hirta",44.9960105597541,"2,B,7","2,B,7,3","2,B,7,3,3","Rudbeckia_hirta,2,B,7,3,3"
"2035",3,2,"C",10,2,"Rudbeckia_hirta",29.9973403731694,"2,C,10","2,C,10,2","2,C,10,2,3","Rudbeckia_hirta,2,C,10,2,3"
"2036",3,2,"C",12,3,"Rudbeckia_hirta",14.9986701865847,"2,C,12","2,C,12,3","2,C,12,3,3","Rudbeckia_hirta,2,C,12,3,3"
"2037",3,2,"C",13,2,"Rudbeckia_hirta",44.9960105597541,"2,C,13","2,C,13,2","2,C,13,2,3","Rudbeckia_hirta,2,C,13,2,3"
"2038",3,2,"C",13,3,"Rudbeckia_hirta",14.9986701865847,"2,C,13","2,C,13,3","2,C,13,3,3","Rudbeckia_hirta,2,C,13,3,3"
"2039",3,2,"C",7,2,"Rudbeckia_hirta",29.9973403731694,"2,C,7","2,C,7,2","2,C,7,2,3","Rudbeckia_hirta,2,C,7,2,3"
"2040",3,2,"C",7,3,"Rudbeckia_hirta",29.9973403731694,"2,C,7","2,C,7,3","2,C,7,3,3","Rudbeckia_hirta,2,C,7,3,3"
"2041",3,2,"D",10,3,"Rudbeckia_hirta",29.9973403731694,"2,D,10","2,D,10,3","2,D,10,3,3","Rudbeckia_hirta,2,D,10,3,3"
"2042",3,2,"D",13,3,"Rudbeckia_hirta",89.9920211195082,"2,D,13","2,D,13,3","2,D,13,3,3","Rudbeckia_hirta,2,D,13,3,3"
"2043",3,3,"A",2,2,"Rudbeckia_hirta",104.990691306093,"3,A,2","3,A,2,2","3,A,2,2,3","Rudbeckia_hirta,3,A,2,2,3"
"2044",3,3,"A",4,2,"Rudbeckia_hirta",119.989361492678,"3,A,4","3,A,4,2","3,A,4,2,3","Rudbeckia_hirta,3,A,4,2,3"
"2045",3,3,"A",4,3,"Rudbeckia_hirta",104.990691306093,"3,A,4","3,A,4,3","3,A,4,3,3","Rudbeckia_hirta,3,A,4,3,3"
"2046",3,3,"A",5,2,"Rudbeckia_hirta",89.9920211195082,"3,A,5","3,A,5,2","3,A,5,2,3","Rudbeckia_hirta,3,A,5,2,3"
"2047",3,3,"A",5,3,"Rudbeckia_hirta",14.9986701865847,"3,A,5","3,A,5,3","3,A,5,3,3","Rudbeckia_hirta,3,A,5,3,3"
"2048",3,3,"C",1,2,"Rudbeckia_hirta",14.9986701865847,"3,C,1","3,C,1,2","3,C,1,2,3","Rudbeckia_hirta,3,C,1,2,3"
"2049",3,3,"C",1,3,"Rudbeckia_hirta",29.9973403731694,"3,C,1","3,C,1,3","3,C,1,3,3","Rudbeckia_hirta,3,C,1,3,3"
"2050",3,3,"C",10,3,"Rudbeckia_hirta",89.9920211195082,"3,C,10","3,C,10,3","3,C,10,3,3","Rudbeckia_hirta,3,C,10,3,3"
"2051",3,3,"C",9,2,"Rudbeckia_hirta",14.9986701865847,"3,C,9","3,C,9,2","3,C,9,2,3","Rudbeckia_hirta,3,C,9,2,3"
"2052",3,3,"C",9,3,"Rudbeckia_hirta",14.9986701865847,"3,C,9","3,C,9,3","3,C,9,3,3","Rudbeckia_hirta,3,C,9,3,3"
"2053",3,3,"D",1,2,"Rudbeckia_hirta",29.9973403731694,"3,D,1","3,D,1,2","3,D,1,2,3","Rudbeckia_hirta,3,D,1,2,3"
"2054",3,3,"D",1,3,"Rudbeckia_hirta",104.990691306093,"3,D,1","3,D,1,3","3,D,1,3,3","Rudbeckia_hirta,3,D,1,3,3"
"2055",3,3,"D",14,2,"Rudbeckia_hirta",104.990691306093,"3,D,14","3,D,14,2","3,D,14,2,3","Rudbeckia_hirta,3,D,14,2,3"
"2056",3,3,"D",14,3,"Rudbeckia_hirta",29.9973403731694,"3,D,14","3,D,14,3","3,D,14,3,3","Rudbeckia_hirta,3,D,14,3,3"
"2057",3,3,"D",15,2,"Rudbeckia_hirta",14.9986701865847,"3,D,15","3,D,15,2","3,D,15,2,3","Rudbeckia_hirta,3,D,15,2,3"
"2058",3,3,"D",15,3,"Rudbeckia_hirta",59.9946807463388,"3,D,15","3,D,15,3","3,D,15,3,3","Rudbeckia_hirta,3,D,15,3,3"
"2059",3,3,"D",9,2,"Rudbeckia_hirta",29.9973403731694,"3,D,9","3,D,9,2","3,D,9,2,3","Rudbeckia_hirta,3,D,9,2,3"
"2060",3,4,"C",1,2,"Rudbeckia_hirta",59.9946807463388,"4,C,1","4,C,1,2","4,C,1,2,3","Rudbeckia_hirta,4,C,1,2,3"
"2061",3,4,"C",1,3,"Rudbeckia_hirta",29.9973403731694,"4,C,1","4,C,1,3","4,C,1,3,3","Rudbeckia_hirta,4,C,1,3,3"
"2062",3,4,"C",10,3,"Rudbeckia_hirta",29.9973403731694,"4,C,10","4,C,10,3","4,C,10,3,3","Rudbeckia_hirta,4,C,10,3,3"
"2063",3,4,"D",1,2,"Rudbeckia_hirta",14.9986701865847,"4,D,1","4,D,1,2","4,D,1,2,3","Rudbeckia_hirta,4,D,1,2,3"
"2064",3,4,"D",10,2,"Rudbeckia_hirta",14.9986701865847,"4,D,10","4,D,10,2","4,D,10,2,3","Rudbeckia_hirta,4,D,10,2,3"
"2065",3,5,"A",13,3,"Rudbeckia_hirta",44.9960105597541,"5,A,13","5,A,13,3","5,A,13,3,3","Rudbeckia_hirta,5,A,13,3,3"
"2066",3,5,"B",12,2,"Rudbeckia_hirta",14.9986701865847,"5,B,12","5,B,12,2","5,B,12,2,3","Rudbeckia_hirta,5,B,12,2,3"
"2067",3,5,"C",1,2,"Rudbeckia_hirta",209.981382612186,"5,C,1","5,C,1,2","5,C,1,2,3","Rudbeckia_hirta,5,C,1,2,3"
"2068",3,5,"C",1,3,"Rudbeckia_hirta",59.9946807463388,"5,C,1","5,C,1,3","5,C,1,3,3","Rudbeckia_hirta,5,C,1,3,3"
"2069",3,5,"C",12,2,"Rudbeckia_hirta",14.9986701865847,"5,C,12","5,C,12,2","5,C,12,2,3","Rudbeckia_hirta,5,C,12,2,3"
"2070",3,5,"C",12,3,"Rudbeckia_hirta",179.984042239016,"5,C,12","5,C,12,3","5,C,12,3,3","Rudbeckia_hirta,5,C,12,3,3"
"2071",3,5,"C",8,2,"Rudbeckia_hirta",29.9973403731694,"5,C,8","5,C,8,2","5,C,8,2,3","Rudbeckia_hirta,5,C,8,2,3"
"2072",3,5,"C",8,3,"Rudbeckia_hirta",29.9973403731694,"5,C,8","5,C,8,3","5,C,8,3,3","Rudbeckia_hirta,5,C,8,3,3"
"2073",3,5,"C",9,2,"Rudbeckia_hirta",29.9973403731694,"5,C,9","5,C,9,2","5,C,9,2,3","Rudbeckia_hirta,5,C,9,2,3"
"2074",3,5,"C",9,3,"Rudbeckia_hirta",29.9973403731694,"5,C,9","5,C,9,3","5,C,9,3,3","Rudbeckia_hirta,5,C,9,3,3"
"2075",3,5,"D",6,3,"Rudbeckia_hirta",14.9986701865847,"5,D,6","5,D,6,3","5,D,6,3,3","Rudbeckia_hirta,5,D,6,3,3"
"2076",3,6,"A",5,3,"Rudbeckia_hirta",14.9986701865847,"6,A,5","6,A,5,3","6,A,5,3,3","Rudbeckia_hirta,6,A,5,3,3"
"2077",3,6,"B",5,3,"Rudbeckia_hirta",14.9986701865847,"6,B,5","6,B,5,3","6,B,5,3,3","Rudbeckia_hirta,6,B,5,3,3"
"2078",3,6,"C",1,3,"Rudbeckia_hirta",14.9986701865847,"6,C,1","6,C,1,3","6,C,1,3,3","Rudbeckia_hirta,6,C,1,3,3"
"2079",3,6,"C",11,3,"Rudbeckia_hirta",29.9973403731694,"6,C,11","6,C,11,3","6,C,11,3,3","Rudbeckia_hirta,6,C,11,3,3"
"2080",3,7,"B",1,2,"Rudbeckia_hirta",14.9986701865847,"7,B,1","7,B,1,2","7,B,1,2,3","Rudbeckia_hirta,7,B,1,2,3"
"2081",3,7,"B",1,3,"Rudbeckia_hirta",14.9986701865847,"7,B,1","7,B,1,3","7,B,1,3,3","Rudbeckia_hirta,7,B,1,3,3"
"2082",3,4,"C",1,1,"Scrophularia_lanceolata",2.17900866452988,"4,C,1","4,C,1,1","4,C,1,1,3","Scrophularia_lanceolata,4,C,1,1,3"
"2083",3,1,"D",2,5,"Solidago_canadensis",1.26278201666634,"1,D,2","1,D,2,5","1,D,2,5,3","Solidago_canadensis,1,D,2,5,3"
"2084",3,2,"A",14,5,"Solidago_canadensis",2.92018341354091,"2,A,14","2,A,14,5","2,A,14,5,3","Solidago_canadensis,2,A,14,5,3"
"2085",3,3,"C",1,5,"Solidago_canadensis",15.4690797041627,"3,C,1","3,C,1,5","3,C,1,5,3","Solidago_canadensis,3,C,1,5,3"
"2086",3,3,"C",6,5,"Solidago_canadensis",9.47086512499754,"3,C,6","3,C,6,5","3,C,6,5,3","Solidago_canadensis,3,C,6,5,3"
"2087",3,4,"C",13,5,"Solidago_canadensis",4.34081318229054,"4,C,13","4,C,13,5","4,C,13,5,3","Solidago_canadensis,4,C,13,5,3"
"2088",3,5,"C",13,5,"Solidago_canadensis",21.4672942833278,"5,C,13","5,C,13,5","5,C,13,5,3","Solidago_canadensis,5,C,13,5,3"
"2089",3,2,"D",10,5,"Solidago_rigida",383.285299312242,"2,D,10","2,D,10,5","2,D,10,5,3","Solidago_rigida,2,D,10,5,3"
"2090",3,3,"A",11,5,"Solidago_rigida",9.99874693858024,"3,A,11","3,A,11,5","3,A,11,5,3","Solidago_rigida,3,A,11,5,3"
"2091",3,3,"B",15,5,"Solidago_rigida",11.6652047616769,"3,B,15","3,B,15,5","3,B,15,5,3","Solidago_rigida,3,B,15,5,3"
"2092",3,3,"B",6,5,"Solidago_rigida",3.33291564619341,"3,B,6","3,B,6,5","3,B,6,5,3","Solidago_rigida,3,B,6,5,3"
"2093",3,3,"B",7,5,"Solidago_rigida",19.1642649656121,"3,B,7","3,B,7,5","3,B,7,5,3","Solidago_rigida,3,B,7,5,3"
"2094",3,3,"B",9,5,"Solidago_rigida",4.16614455774176,"3,B,9","3,B,9,5","3,B,9,5,3","Solidago_rigida,3,B,9,5,3"
"2095",3,3,"D",10,5,"Solidago_rigida",29.9962408157407,"3,D,10","3,D,10,5","3,D,10,5,3","Solidago_rigida,3,D,10,5,3"
"2096",3,3,"D",12,5,"Solidago_rigida",106.653300678189,"3,D,12","3,D,12,5","3,D,12,5,3","Solidago_rigida,3,D,12,5,3"
"2097",3,5,"D",6,5,"Solidago_rigida",299.962408157407,"5,D,6","5,D,6,5","5,D,6,5,3","Solidago_rigida,5,D,6,5,3"
"2098",3,6,"B",14,5,"Solidago_rigida",9.99874693858024,"6,B,14","6,B,14,5","6,B,14,5,3","Solidago_rigida,6,B,14,5,3"
"2099",3,6,"C",1,5,"Solidago_rigida",202.47462550625,"6,C,1","6,C,1,5","6,C,1,5,3","Solidago_rigida,6,C,1,5,3"
"2100",3,7,"C",11,5,"Solidago_rigida",39.9949877543209,"7,C,11","7,C,11,5","7,C,11,5,3","Solidago_rigida,7,C,11,5,3"
"2101",3,2,"A",5,5,"Solidago_speciosa",114.995839239705,"2,A,5","2,A,5,5","2,A,5,5,3","Solidago_speciosa,2,A,5,5,3"
"2102",3,2,"B",10,5,"Solidago_speciosa",3.28559540684872,"2,B,10","2,B,10,5","2,B,10,5,3","Solidago_speciosa,2,B,10,5,3"
"2103",3,2,"D",11,5,"Solidago_speciosa",16.4279770342436,"2,D,11","2,D,11,5","2,D,11,5,3","Solidago_speciosa,2,D,11,5,3"
"2104",3,4,"A",4,5,"Solidago_speciosa",1.64279770342436,"4,A,4","4,A,4,5","4,A,4,5,3","Solidago_speciosa,4,A,4,5,3"
"2105",3,6,"A",13,5,"Solidago_speciosa",141.82820172897,"6,A,13","6,A,13,5","6,A,13,5,3","Solidago_speciosa,6,A,13,5,3"
